,pub_time,title,author,info
582,2022,Backdoor Attack on Machine Learning Based Android Malware Detectors,"Chaoran Li, Xiao Chen, Derui Wang, Sheng Wen, Muhammad Ejaz Ahmed, Seyit Camtepe, Yang Xiang",IEEE Trans. Dependable Secur. Comput. 19(5): 3357-3370 (2022)
583,2022,One-to-N & N-to-One: Two Advanced Backdoor Attacks Against Deep Learning Models,"Mingfu Xue, Can He, Jian Wang, Weiqiang Liu",IEEE Trans. Dependable Secur. Comput. 19(3): 1562-1578 (2022)
584,2022,LinkBreaker: Breaking the Backdoor-Trigger Link in DNNs via Neurons Consistency Check,"Zhenzhu Chen, Shang Wang, Anmin Fu, Yansong Gao, Shui Yu, Robert H. Deng",IEEE Trans. Inf. Forensics Secur. 17: 2000-2014 (2022)
585,2022,Stealthy Backdoors as Compression Artifacts,"Yulong Tian, Fnu Suya, Fengyuan Xu, David Evans",IEEE Trans. Inf. Forensics Secur. 17: 1372-1387 (2022)
586,2022,Dispersed Pixel Perturbation-Based Imperceptible Backdoor Trigger for Image Classifier Models,"Yulong Wang, Minghui Zhao, Shenghong Li, Xin Yuan, Wei Ni",IEEE Trans. Inf. Forensics Secur. 17: 3091-3106 (2022)
587,2022,Mitigating the Backdoor Attack by Federated Filters for Industrial IoT Applications,"Boyu Hou, Jiqiang Gao, Xiaojie Guo, Thar Baker, Ying Zhang, Yanlong Wen, Zheli Liu",IEEE Trans. Ind. Informatics 18(5): 3562-3571 (2022)
588,2022,Poison Ink: Robust and Invisible Backdoor Attack,"Jie Zhang, Dongdong Chen, Qidong Huang, Jing Liao, Weiming Zhang, Huamin Feng, Gang Hua, Nenghai Yu",IEEE Trans. Image Process. 31: 5691-5705 (2022)
589,2022,Defending against Poisoning Backdoor Attacks on Federated Meta-learning,"Chien-Lun Chen, Sara Babakniya, Marco Paolieri, Leana Golubchik",ACM Trans. Intell. Syst. Technol. 13(5): 76:1-76:25 (2022)
590,2022,Detection of Backdoors in Trained Classifiers Without Access to the Training Set,"Zhen Xiang, David J. Miller, George Kesidis",IEEE Trans. Neural Networks Learn. Syst. 33(3): 1177-1191 (2022)
591,2022,On the Neural Backdoor of Federated Generative Models in Edge Computing,"Derui Wang, Sheng Wen, Alireza Jolfaei, Mohammad Sayad Haghighi, Surya Nepal, Yang Xiang",ACM Trans. Internet Techn. 22(2): 43:1-43:21 (2022)
592,2022,Model Agnostic Defence Against Backdoor Attacks in Machine Learning,"Sakshi Udeshi, Shanshan Peng, Gerald Woo, Lionell Loh, Louth Rawshan, Sudipta Chattopadhyay",IEEE Trans. Reliab. 71(2): 880-895 (2022)
593,2022,Backdoor Attacks Against Transfer Learning With Pre-Trained Deep Learning Models,"Shuo Wang, Surya Nepal, Carsten Rudolph, Marthie Grobler, Shangyu Chen, Tianle Chen",IEEE Trans. Serv. Comput. 15(3): 1526-1539 (2022)
594,2022,Tractable Abstract Argumentation via Backdoor-Treewidth,"Wolfgang Dvorák, Markus Hecher, Matthias König, André Schidler, Stefan Szeider, Stefan Woltran",AAAI 2022: 5608-5615
595,2022,Backdoor Attacks on the DNN Interpretation System,"Shihong Fang, Anna Choromanska",AAAI 2022: 561-570
596,2022,Faster Algorithms for Weak Backdoors,"Serge Gaspers, Andrew Kaploun",AAAI 2022: 3741-3748
597,2022,Certified Robustness of Nearest Neighbors against Data Poisoning and Backdoor Attacks,"Jinyuan Jia, Yupei Liu, Xiaoyu Cao, Neil Zhenqiang Gong",AAAI 2022: 9575-9583
598,2022,Finding Backdoors to Integer Programs: A Monte Carlo Tree Search Framework,"Elias B. Khalil, Pashootan Vaezipoor, Bistra Dilkina",AAAI 2022: 3786-3795
599,2022,Hibernated Backdoor: A Mutual Information Empowered Backdoor Attack to Deep Neural Networks,"Rui Ning, Jiang Li, Chunsheng Xin, Hongyi Wu, Chonggang Wang",AAAI 2022: 10309-10318
600,2022,On Probabilistic Generalization of Backdoors in Boolean Satisfiability,"Alexander A. Semenov, Artem Pavlenko, Daniil Chivilikhin, Stepan Kochemazov",AAAI 2022: 10353-10361
601,2022,COLLIDER: A Robust Training Framework for Backdoor Data,"Hadi M. Dolatabadi, Sarah M. Erfani, Christopher Leckie",ACCV (6) 2022: 681-698
602,2022,Make Data Reliable: An Explanation-powered Cleaning on Malware Dataset Against Backdoor Poisoning Attacks,"Xutong Wang, Chaoge Liu, Xiaohui Hu, Zhi Wang, Jie Yin, Xiang Cui",ACSAC 2022: 267-278
603,2022,More is Better (Mostly): On the Backdoor Attacks in Federated Graph Neural Networks,"Jing Xu, Rui Wang, Stefanos Koffas, Kaitai Liang, Stjepan Picek",ACSAC 2022: 684-698
604,2022,An Approach to Generation Triggers for Parrying Backdoor in Neural Networks,Menisov Artem,AGI 2022: 304-314
605,2022,Dynamic Backdoors with Global Average Pooling,"Stefanos Koffas, Stjepan Picek, Mauro Conti",AICAS 2022: 320-323
606,2022,Sample-Specific Backdoor based Active Intellectual Property Protection for Deep Neural Networks,"Yinghao Wu, Mingfu Xue, Dujuan Gu, Yushu Zhang, Weiqiang Liu",AICAS 2022: 316-319
607,2022,Triggerability of Backdoor Attacks in Multi-Source Transfer Learning-based Intrusion Detection,"Nour Alhussien, Ahmed Aleroud, Reza Rahaeimehr, Alexander Schwarzmann",BDCAT 2022: 40-47
608,2022,Saisiyat Is Where It Is At! Insights Into Backdoors And Debiasing Of Cross Lingual Transformers For Named Entity Recognition,"Ricardo A. Calix, J. J. Ben-Joseph, Nina Lopatina, Ryan Ashley, Mona Gogia, George Sieniawski, Andrea Brennen",IEEE Big Data 2022: 2940-2949
609,2022,SentMod: Hidden Backdoor Attack on Unstructured Textual Data,"Saquib Irtiza, Latifur Khan, Kevin W. Hamlen",BigDataSecurity/HPSC/IDS 2022: 224-231
610,2022,A Federated Learning Backdoor Attack Defense,"Jin Yan, Yingchi Mao, Hua Nie, Zijian Tu, Jianxin Huang",BigDataService 2022: 143-148
611,2022,An anomaly detection approach for backdoored neural networks: face recognition as a case study,"Alexander Unnervik, Sébastien Marcel",BIOSIG 2022: 80-88
612,2022,Check Your Other Door! Creating Backdoor Attacks in the Frequency Domain,"Hasan Abed Al Kader Hammoud, Bernard Ghanem",BMVC 2022: 259
613,2022,Verifying Neural Networks Against Backdoor Attacks,"Long H. Pham, Jun Sun",CAV (1) 2022: 171-192
614,2022,Poster: Backdoor Attacks on Spiking NNs and Neuromorphic Datasets,"Gorka Abad, Oguzhan Ersoy, Stjepan Picek, Víctor Julio Ramírez-Durán, Aitor Urbieta",CCS 2022: 3315-3317
615,2022,Just Rotate it: Deploying Backdoor Attacks via Rotation Transformation,"Tong Wu, Tianhao Wang, Vikash Sehwag, Saeed Mahloujifar, Prateek Mittal",AISec@CCS 2022: 91-102
616,2022,Poster: Clean-label Backdoor Attack on Graph Neural Networks,"Jing Xu, Stjepan Picek",CCS 2022: 3491-3493
617,2022,Asynchronous Evolutionary Algorithm for Finding Backdoors in Boolean Satisfiability,"Artem Pavlenko, Daniil Chivilikhin, Alexander A. Semenov",CEC 2022: 1-8
618,2022,Efficient DNN Backdoor Detection Guided by Static Weight Analysis,"Qi Wang, Wenxin Li, Kang Yang, Yiru Zhao, Lei Zhao, Lina Wang",Inscrypt 2022: 408-428
619,2022,Where to Attack: A Dynamic Locator Model for Backdoor Attack in Text Classifications,"Heng-Yang Lu, Chenyou Fan, Jun Yang, Cong Hu, Wei Fang, Xiao-Jun Wu",COLING 2022: 984-993
620,2022,Deletion-Backdoors for Argumentation Frameworks with Collective Attacks,"Wolfgang Dvorák, Matthias König, Stefan Woltran",SAFA@COMMA 2022: 98-110
621,2022,Learning Pseudo-Backdoors for Mixed Integer Programs,"Aaron M. Ferber, Jialin Song, Bistra Dilkina, Yisong Yue",CPAIOR 2022: 91-102
622,2021,Learning Pseudo-Backdoors for Mixed Integer Programs,"Aaron M. Ferber, Jialin Song, Bistra Dilkina, Yisong Yue",SOCS 2021: 170-172
623,2022,FIBA: Frequency-Injection based Backdoor Attack in Medical Image Analysis,"Yu Feng, Benteng Ma, Jing Zhang, Shanshan Zhao, Yong Xia, Dacheng Tao",CVPR 2022: 20844-20853
624,2022,Few-shot Backdoor Defense Using Shapley Estimation,"Jiyang Guan, Zhuozhuo Tu, Ran He, Dacheng Tao",CVPR 2022: 13348-13357
625,2022,Complex Backdoor Detection by Symmetric Feature Differencing,"Yingqi Liu, Guangyu Shen, Guanhong Tao, Zhenting Wang, Shiqing Ma, Xiangyu Zhang",CVPR 2022: 14983-14993
626,2022,Towards Practical Deployment-Stage Backdoor Attack on Deep Neural Networks,"Xiangyu Qi, Tinghao Xie, Ruizhe Pan, Jifeng Zhu, Yong Yang, Kai Bu",CVPR 2022: 13337-13347
627,2022,Backdoor Attacks on Self-Supervised Learning,"Aniruddha Saha, Ajinkya Tejankar, Soroush Abbasi Koohpayegani, Hamed Pirsiavash",CVPR 2022: 13327-13336
628,2022,Better Trigger Inversion Optimization in Backdoor Scanning,"Guanhong Tao, Guangyu Shen, Yingqi Liu, Shengwei An, Qiuling Xu, Shiqing Ma, Pan Li, Xiangyu Zhang",CVPR 2022: 13358-13368
629,2022,Dual-Key Multimodal Backdoors for Visual Question Answering,"Matthew Walmer, Karan Sikka, Indranil Sur, Abhinav Shrivastava, Susmit Jha",CVPR 2022: 15354-15364
630,2022,DEFEAT: Deep Hidden Feature Backdoor Attacks by Imperceptible Perturbation and Latent Representation Constraints,"Zhendong Zhao, Xiaojun Chen, Yuexin Xuan, Ye Dong, Dakui Wang, Kaitai Liang",CVPR 2022: 15192-15201
631,2022,Combining Defences Against Data-Poisoning Based Backdoor Attacks on Neural Networks,"Andrea Milakovic, Rudolf Mayer",DBSec 2022: 28-47
632,2022,TextBack: Watermarking Text Classifiers using Backdooring,"Nandish Chattopadhyay, Rajan Kataria, Anupam Chattopadhyay",DSD 2022: 340-347
633,2022,BadDet: Backdoor Attacks on Object Detection,"Shih-Han Chan, Yinpeng Dong, Jun Zhu, Xiaolu Zhang, Jun Zhou",ECCV Workshops (1) 2022: 396-412
634,2022,RIBAC: Towards Robust and Imperceptible Backdoor Attack against Compact DNN,"Huy Phan, Cong Shi, Yi Xie, Tianfang Zhang, Zhuohang Li, Tianming Zhao, Jian Liu, Yan Wang, Yingying Chen, Bo Yuan",ECCV (4) 2022: 708-724
635,2022,An Invisible Black-Box Backdoor Attack Through Frequency Domain,"Tong Wang, Yuan Yao, Feng Xu, Shengwei An, Hanghang Tong, Ting Wang",ECCV (13) 2022: 396-413
636,2022,Data-Free Backdoor Removal Based on Channel Lipschitzness,"Runkai Zheng, Rongjun Tang, Jianze Li, Li Liu",ECCV (5) 2022: 175-191
637,2022,Textual Backdoor Attacks Can Be More Harmful via Two Simple Tricks,"Yangyi Chen, Fanchao Qi, Hongcheng Gao, Zhiyuan Liu, Maosong Sun",EMNLP 2022: 11215-11221
638,2022,Expose Backdoors on the Way: A Feature-Based Efficient Defense against Textual Backdoor Attacks,"Sishuo Chen, Wenkai Yang, Zhiyuan Zhang, Xiaohan Bi, Xu Sun",EMNLP (Findings) 2022: 668-683
639,2022,WeDef: Weakly Supervised Backdoor Defense for Text Classification,"Lesheng Jin, Zihan Wang, Jingbo Shang",EMNLP 2022: 11614-11626
640,2022,Backdoor Attacks in Federated Learning by Rare Embeddings and Gradient Ensembling,"KiYoon Yoo, Nojun Kwak",EMNLP 2022: 72-88
641,2022,Dim-Krum: Backdoor-Resistant Federated Learning for NLP with Dimension-wise Krum-Based Aggregation,"Zhiyuan Zhang, Qi Su, Xu Sun",EMNLP (Findings) 2022: 339-354
642,2022,Fine-mixing: Mitigating Backdoors in Fine-tuned Language Models,"Zhiyuan Zhang, Lingjuan Lyu, Xingjun Ma, Chenguang Wang, Xu Sun",EMNLP (Findings) 2022: 355-372
643,2022,SAT Backdoors: Depth Beats Size,"Jan Dreier, Sebastian Ordyniak, Stefan Szeider",ESA 2022: 46:1-46:18
644,2022,Kallima: A Clean-Label Framework for Textual Backdoor Attacks,"Xiaoyi Chen, Yinpeng Dong, Zeyu Sun, Shengfang Zhai, Qingni Shen, Zhonghai Wu",ESORICS (1) 2022: 447-466
645,2022,The Devil Is in the GAN: Backdoor Attacks and Defenses in Deep Generative Models,"Ambrish Rawat, Killian Levacher, Mathieu Sinn",ESORICS (3) 2022: 776-783
646,2022,"TrojanZoo: Towards Unified, Holistic, and Practical Evaluation of Neural Backdoors","Ren Pang, Zheng Zhang, Xiangshan Gao, Zhaohan Xi, Shouling Ji, Peng Cheng, Xiapu Luo, Ting Wang",EuroS&P 2022: 684-702
647,2022,Dynamic Backdoor Attacks Against Machine Learning Models,"Ahmed Salem, Rui Wen, Michael Backes, Shiqing Ma, Yang Zhang",EuroS&P 2022: 703-718
648,2022,A Pragmatic Label-Specific Backdoor Attack,"Yu Wang, Haomiao Yang, Jiasheng Li, Mengyu Ge",FCS 2022: 149-162
649,2022,Planting Undetectable Backdoors in Machine Learning Models : [Extended Abstract],"Shafi Goldwasser, Michael P. Kim, Vinod Vaikuntanathan, Or Zamir",FOCS 2022: 931-942
650,2022,Propagable Backdoors over Blockchain-based Federated Learning via Sample-Specific Eclipse,"Zheng Yang, Gaolei Li, Jun Wu, Wu Yang",GLOBECOM 2022: 2579-2584
651,2022,A Temporal-Pattern Backdoor Attack to Deep Reinforcement Learning,"Yinbo Yu, Jiajia Liu, Shouqing Li, Kepu Huang, Xudong Feng",GLOBECOM 2022: 2710-2715
652,2022,Backdoor Sets on Nowhere Dense SAT,"Daniel Lokshtanov, Fahad Panolan, M. S. Ramanujan",ICALP 2022: 91:1-91:20
653,2022,Stealthy Backdoor Attack with Adversarial Training,"Le Feng, Sheng Li, Zhenxing Qian, Xinpeng Zhang",ICASSP 2022: 2969-2973
654,2022,Test-Time Detection of Backdoor Triggers for Poisoned Deep Neural Networks,"Xi Li, Zhen Xiang, David J. Miller, George Kesidis",ICASSP 2022: 3333-3337
655,2022,Against Backdoor Attacks In Federated Learning With Differential Privacy,"Lu Miao, Wei Yang, Rong Hu, Lu Li, Liusheng Huang",ICASSP 2022: 2999-3003
656,2022,Invisible and Efficient Backdoor Attacks for Compressed Deep Neural Networks,"Huy Phan, Yi Xie, Jian Liu, Yingying Chen, Bo Yuan",ICASSP 2022: 96-100
657,2022,When Does Backdoor Attack Succeed in Image Reconstruction? A Study of Heuristics vs,"Vardaan Taneja, Pin-Yu Chen, Yuguang Yao, Sijia Liu",Bi-Level Solution. ICASSP 2022: 4398-4402
658,2022,Detecting Backdoor Attacks against Point Cloud Classifiers,"Zhen Xiang, David J. Miller, Siheng Chen, Xi Li, George Kesidis",ICASSP 2022: 3159-3163
659,2022,Toward Cleansing Backdoored Neural Networks in Federated Learning,"Chen Wu, Xian Yang, Sencun Zhu, Prasenjit Mitra",ICDCS 2022: 820-830
660,2022,Towards Backdoor Attack on Deep Learning based Time Series Classification,"Daizong Ding, Mi Zhang, Yuanmin Huang, Xudong Pan, Fuli Feng, Erling Jiang, Min Yang",ICDE 2022: 1274-1287
661,2022,Data Leakage Attack via Backdoor Misclassification Triggers of Deep Learning Models,"Xiangkai Yang, Wenjian Luo, Licai Zhang, Zhijian Chen, Jiahai Wang",ICDIS 2022: 61-66
662,2022,Backdoor Poisoning of Encrypted Traffic Classifiers,"John T. Holodnak, Olivia M. Brown, Jason Matterer, Andrew Lemke",ICDM (Workshops) 2022: 577-585
663,2022,Fooling a Face Recognition System with a Marker-Free Label-Consistent Backdoor Attack,"Nino Cauli, Alessandro Ortis, Sebastiano Battiato",ICIAP (2) 2022: 176-185
664,2022,CRAB: Certified Patch Robustness Against Poisoning-Based Backdoor Attacks,"Huxiao Ji, Jie Li, Chentao Wu",ICIP 2022: 2486-2490
665,2022,Few-Shot Backdoor Attacks on Visual Object Tracking,"Yiming Li, Haoxiang Zhong, Xingjun Ma, Yong Jiang, Shu-Tao Xia",ICLR 2022
666,2022,Poisoning and Backdooring Contrastive Learning,"Nicholas Carlini, Andreas Terzis",ICLR 2022
667,2022,BadPre: Task-agnostic Backdoor Attacks to Pre-trained NLP Foundation Models,"Kangjie Chen, Yuxian Meng, Xiaofei Sun, Shangwei Guo, Tianwei Zhang, Jiwei Li, Chun Fan",ICLR 2022
668,2022,AEVA: Black-box Backdoor Detection Using Adversarial Extreme Value Analysis,"Junfeng Guo, Ang Li, Cong Liu",ICLR 2022
669,2022,Backdoor Defense via Decoupling the Training Process,"Kunzhe Huang, Yiming Li, Baoyuan Wu, Zhan Qin, Kui Ren",ICLR 2022
670,2022,Post-Training Detection of Backdoor Attacks for Two-Class and Multi-Attack Scenarios,"Zhen Xiang, David J. Miller, George Kesidis",ICLR 2022
671,2022,Adversarial Unlearning of Backdoors via Implicit Hypergradient,"Yi Zeng, Si Chen, Won Park, Zhuoqing Mao, Ming Jin, Ruoxi Jia",ICLR 2022
672,2022,How to Inject Backdoors with Better Consistency: Logit Anchoring on Clean Data,"Zhiyuan Zhang, Lingjuan Lyu, Weiqiang Wang, Lichao Sun, Xu Sun",ICLR 2022
673,2022,Unlabeled Backdoor Poisoning in Semi-Supervised Learning,"Le Feng, Sheng Li, Zhenxing Qian, Xinpeng Zhang",ICME 2022: 1-6
674,2022,Constrained Optimization with Dynamic Bound-scaling for Effective NLP Backdoor Defense,"Guangyu Shen, Yingqi Liu, Guanhong Tao, Qiuling Xu, Zhuo Zhang, Shengwei An, Shiqing Ma, Xiangyu Zhang",ICML 2022: 19879-19892
675,2022,Neurotoxin: Durable Backdoors in Federated Learning,"Zhengming Zhang, Ashwinee Panda, Linyue Song, Yaoqing Yang, Michael W. Mahoney, Prateek Mittal, Kannan Ramchandran, Joseph Gonzalez",ICML 2022: 26429-26446
676,2022,"A highly efficient, confidential, and continuous federated learning backdoor attack strategy","Jiarui Cao, Liehuang Zhu",ICMLC 2022: 18-27
677,2022,A Generic Enhancer for Backdoor Attacks on Deep Neural Networks,"Bilal Hussain Abbasi, Qi Zhong, Leo Yu Zhang, Shang Gao, Antonio Robles-Kelly, Robin Doss",ICONIP (7) 2022: 296-307
678,2022,Detecting and Mitigating Backdoor Attacks with Dynamic and Invisible Triggers,"Zhibin Zheng, Zhongyun Hua, Leo Yu Zhang",ICONIP (3) 2022: 216-227
679,2022,UltraBD: Backdoor Attack against Automatic Speaker Verification Systems via Adversarial Ultrasound,"Junning Ze, Xinfeng Li, Yushi Cheng, Xiaoyu Ji, Wenyuan Xu",ICPADS 2022: 193-200
680,2022,Image Watermarking Backdoor Attacks in CNN-Based Classification Tasks,"Giovanbattista Abbate, Irene Amerini, Roberto Caldelli",ICPR Workshops (4) 2022: 3-16
681,2022,Backdoor Attacks against Deep Neural Networks by Personalized Audio Steganography,"Peng Liu, Shuyi Zhang, Chuanjian Yao, Wenzhe Ye, Xianxian Li",ICPR 2022: 68-74
682,2022,Backdoors in Neural Models of Source Code,"Goutham Ramakrishnan, Aws Albarghouthi",ICPR 2022: 2892-2899
683,2022,Detecting Backdoor Attacks on Deep Neural Networks Based on Model Parameters Analysis,"Mingyuan Ma, Hu Li, Xiaohui Kuang",ICTAI 2022: 630-637
684,2022,PPT: Backdoor Attacks on Pre-trained Models via Poisoned Prompt Tuning,"Wei Du, Yichun Zhao, Boqun Li, Gongshen Liu, Shilin Wang",IJCAI 2022: 680-686
685,2022,Membership Inference via Backdooring,"Hongsheng Hu, Zoran Salcic, Gillian Dobbie, Jinjun Chen, Lichao Sun, Xuyun Zhang",IJCAI 2022: 3832-3838
686,2022,Eliminating Backdoor Triggers for Deep Neural Networks Using Attention Relation Graph Distillation,"Jun Xia, Ting Wang, Jiepin Ding, Xian Wei, Mingsong Chen",IJCAI 2022: 1481-1487
687,2022,Data-Efficient Backdoor Attacks,"Pengfei Xia, Ziqiang Li, Wei Zhang, Bin Li",IJCAI 2022: 3992-3998
688,2022,Imperceptible Backdoor Attack: From Input Space to Feature Representation,"Nan Zhong, Zhenxing Qian, Xinpeng Zhang",IJCAI 2022: 1736-1742
689,2022,Latent Space-Based Backdoor Attacks Against Deep Neural Networks,"Adrian Kristanto, Shuo Wang, Carsten Rudolph",IJCNN 2022: 1-10
690,2022,ACTSS: Input Detection Defense against Backdoor Attacks via Activation Subset Scanning,"Yuexin Xuan, Xiaojun Chen, Zhendong Zhao, Yangyang Ding, Jianming Lv",IJCNN 2022: 1-8
691,2022,Backdoor Defense with Machine Unlearning,"Yang Liu, Mingyuan Fan, Cen Chen, Ximeng Liu, Zhuo Ma, Li Wang, Jianfeng Ma",INFOCOM 2022: 280-289
692,2022,TrojanFlow: A Neural Backdoor Attack to Deep Learning-based Network Traffic Classifiers,"Rui Ning, Chunsheng Xin, Hongyi Wu",INFOCOM 2022: 1429-1438
693,2022,An Improved Method for Making CNN Immune to Backdoor Attack by Activating Clustering,"Yuang Zhou, Yichen Lei, Limin Yu, Xianyao Li, Dingding Chen, Tongpo Zhang",ISCSIC 2022: 1-6
694,2022,Practical Backdoor Attack Against Speaker Recognition System,"Yuxiao Luo, Jianwei Tai, Xiaoqi Jia, Shengzhi Zhang",ISPEC 2022: 468-484
695,2022,Energy-Based Learning for Preventing Backdoor Attack,"Xiangyu Gao, Meikang Qiu",KSEM (3) 2022: 706-721
696,2022,Backdoor Attack is a Devil in Federated GAN-Based Medical Image Synthesis,"Ruinan Jin, Xiaoxiao Li",SASHIMI@MICCAI 2022: 154-165
697,2022,I Know Your Triggers: Defending Against Textual Backdoor Attacks with Benign Backdoor Augmentation,"Yue Gao, Jack W. Stokes, Manoj Ajith Prasad, Andrew T. Marshall, Kassem Fawaz, Emre Kiciman",MILCOM 2022: 442-449
698,2022,Natural Backdoor Attacks on Speech Recognition Models,"Jinwen Xin, Xixiang Lyu, Jing Ma",ML4CS (1) 2022: 597-610
699,2022,Opportunistic Backdoor Attacks: Exploring Human-imperceptible Vulnerabilities on Speech Recognition Systems,"Qiang Liu, Tongqing Zhou, Zhiping Cai, Yonghao Tang",ACM Multimedia 2022: 2390-2398
700,2022,Physical Backdoor Attacks to Lane Detection Systems in Autonomous Driving,"Xingshuo Han, Guowen Xu, Yuan Zhou, Xuehuan Yang, Jiwei Li, Tianwei Zhang",ACM Multimedia 2022: 2957-2968
701,2022,BadHash: Invisible Backdoor Attacks against Deep Hashing with Clean Label,"Shengshan Hu, Ziqi Zhou, Yechao Zhang, Leo Yu Zhang, Yifeng Zheng, Yuanyuan He, Hai Jin",ACM Multimedia 2022: 678-686
702,2022,Backdoor Attacks on Crowd Counting,"Yuhua Sun, Tailai Zhang, Xingjun Ma, Pan Zhou, Jian Lou, Zichuan Xu, Xing Di, Yu Cheng, Lichao Sun",ACM Multimedia 2022: 5351-5360
703,2022,Purifier: Plug-and-play Backdoor Mitigation for Pre-trained Models Via Anomaly Activation Suppression,"Xiaoyu Zhang, Yulin Jin, Tao Wang, Jian Lou, Xiaofeng Chen",ACM Multimedia 2022: 4291-4299
704,2022,Audio-domain position-independent backdoor attack via unnoticeable triggers,"Cong Shi, Tianfang Zhang, Zhuohang Li, Huy Phan, Tianming Zhao, Yan Wang, Jian Liu, Bo Yuan, Yingying Chen",MobiCom 2022: 583-595
705,2022,Breaking Distributed Backdoor Defenses for Federated Learning in Non-IID Settings,"Jijia Yang, Jiangang Shu, Xiaohua Jia",MSN 2022: 347-354
706,2022,Triggerless Backdoor Attack for NLP Tasks with Clean Labels,"Leilei Gan, Jiwei Li, Tianwei Zhang, Xiaoya Li, Yuxian Meng, Fei Wu, Yi Yang, Shangwei Guo, Chun Fan",NAACL-HLT 2022: 2942-2952
707,2022,Distributed Swift and Stealthy Backdoor Attack on Federated Learning,"Agnideven Palanisamy Sundar, Feng Li, Xukai Zou, Tianchong Gao",NAS 2022: 1-8
708,2022,ATTEQ-NN: Attention-based QoE-aware Evasive Backdoor Attacks,"Xueluan Gong, Yanjiao Chen, Jianshuo Dong, Qian Wang",NDSS 2022
709,2022,DeepSight: Mitigating Backdoor Attacks in Federated Learning Through Deep Model Inspection,"Phillip Rieger, Thien Duc Nguyen, Markus Miettinen, Ahmad-Reza Sadeghi",NDSS 2022
710,2022,Handcrafted Backdoors in Deep Neural Networks,"Sanghyun Hong, Nicholas Carlini, Alexey Kurakin",NeurIPS 2022
711,2022,Provable Defense against Backdoor Policies in Reinforcement Learning,"Shubham Kumar Bharti, Xuezhou Zhang, Adish Singla, Jerry Zhu",NeurIPS 2022
712,2022,BadPrompt: Backdoor Attacks on Continuous Prompts,"Xiangrui Cai, Haidong Xu, Sihan Xu, Ying Zhang, Xiaojie Yuan",NeurIPS 2022
713,2022,Randomized Channel Shuffling: Minimal-Overhead Backdoor Attack Detection without Clean Datasets,"Ruisi Cai, Zhenyu Zhang, Tianlong Chen, Xiaohan Chen, Zhangyang Wang",NeurIPS 2022
714,2022,One-shot Neural Backdoor Erasing via Adversarial Weight Masking,"Shuwen Chai, Jinghui Chen",NeurIPS 2022
715,2022,Effective Backdoor Defense by Exploiting Sensitivity of Poisoned Samples,"Weixin Chen, Baoyuan Wu, Haoqian Wang",NeurIPS 2022
716,2022,A Unified Evaluation of Textual Backdoor Learning: Frameworks and Benchmarks,"Ganqu Cui, Lifan Yuan, Bingxiang He, Yangyi Chen, Zhiyuan Liu, Maosong Sun",NeurIPS 2022
717,2022,Marksman Backdoor: Backdoor Attacks with Arbitrary Target Class,"Khoa D. Doan, Yingjie Lao, Ping Li",NeurIPS 2022
718,2022,Untargeted Backdoor Watermark: Towards Harmless and Stealthy Dataset Copyright Protection,"Yiming Li, Yang Bai, Yong Jiang, Yong Yang, Shu-Tao Xia, Bo Li",NeurIPS 2022
719,2022,Sleeper Agent: Scalable Hidden Trigger Backdoors for Neural Networks Trained from Scratch,"Hossein Souri, Liam Fowl, Rama Chellappa, Micah Goldblum, Tom Goldstein",NeurIPS 2022
720,2022,Training with More Confidence: Mitigating Injected and Natural Backdoors During Training,"Zhenting Wang, Hailun Ding, Juan Zhai, Shiqing Ma",NeurIPS 2022
721,2022,Trap and Replace: Defending Backdoor Attacks by Trapping Them into an Easy-to-Replace Subnetwork,"Haotao Wang, Junyuan Hong, Aston Zhang, Jiayu Zhou, Zhangyang Wang",NeurIPS 2022
722,2022,Finding Naturally Occurring Physical Backdoors in Image Datasets,"Emily Wenger, Roma Bhattacharjee, Arjun Nitin Bhagoji, Josephine Passananti, Emilio Andere, Heather Zheng, Ben Y. Zhao",NeurIPS 2022
723,2022,BackdoorBench: A Comprehensive Benchmark of Backdoor Learning,"Baoyuan Wu, Hongrui Chen, Mingda Zhang, Zihao Zhu, Shaokui Wei, Danni Yuan, Chao Shen",NeurIPS 2022
724,2022,Pre-activation Distributions Expose Backdoor Neurons,"Runkai Zheng, Rongjun Tang, Jianze Li, Li Liu",NeurIPS 2022
725,2022,Moderate-fitting as a Natural Backdoor Defender for Pre-trained Language Models,"Biru Zhu, Yujia Qin, Ganqu Cui, Yangyi Chen, Weilin Zhao, Chong Fu, Yangdong Deng, Zhiyuan Liu, Jingang Wang, Wei Wu, Maosong Sun, Ming Gu",NeurIPS 2022
726,2022,How to Backdoor (Classic) McEliece and How to Guard Against Backdoors,"Tobias Hemmert, Alexander May, Johannes Mittmann, Carl Richard Theodor Schneider",PQCrypto 2022: 24-44
727,2022,A Survey on Backdoor Attack and Defense in Natural Language Processing,"Xuan Sheng, Zhaoyang Han, Piji Li, Xiangmao Chang",QRS 2022: 809-820
728,2022,Transferable Graph Backdoor Attack,"Shuiqiao Yang, Bao Gia Doan, Paul Montague, Olivier Y. de Vel, Tamas Abraham, Seyit Camtepe, Damith C. Ranasinghe, Salil S. Kanhere",RAID 2022: 321-332
729,2022,Un-Fair Trojan: Targeted Backdoor Attacks Against Model Fairness,"Nicholas Furth, Abdallah Khreishah, Guanxiong Liu, NhatHai Phan, Yaser Jararweh",SDS 2022: 1-9
